% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	1	1	1	1	4	97	102238	94	99076	0.0233607	0.0336589	0.00399904	0.123999	1054	0	1054	1054	
1	2	1	1	1	4	100	105400	100	105400	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
2	3	1	1	1	4	100	105400	99	104346	0.00399904	0	0.00399904	0.00399904	1054	0	1054	1054	
3	4	1	1	1	4	100	105400	88	92752	0.016499	0.0269632	0.00399904	0.103999	1054	0	1054	1054	
4	5	1	1	1	4	100	105400	105	110670	0.0413324	0.0443168	0.00399904	0.173999	1054	0	1054	1054	
5	6	1	1	1	4	100	105400	94	99076	0.0462331	0.0525307	0.00399904	0.183999	1054	0	1054	1054	
6	7	1	1	1	4	100	105400	86	90644	0.0207432	0.0311143	0.00399904	0.103999	1054	0	1054	1054	
7	8	1	1	1	4	100	105400	107	112778	0.0354944	0.045698	0.00399904	0.153999	1054	0	1054	1054	
8	9	1	1	1	4	100	105400	88	92752	0.0545672	0.0505909	0.00399904	0.173999	1054	0	1054	1054	
9	10	1	1	1	4	100	105400	91	95914	0.0691639	0.0546374	0.00399904	0.183999	1054	0	1054	1054	
10	11	1	1	1	4	100	105400	101	106454	0.0427119	0.0433973	0.00399904	0.163999	1054	0	1054	1054	
11	12	2	1	1	4	100	105400	92	96968	0.0544338	0.0431433	0.00399904	0.153999	1054	0	1054	1054	
12	13	2	1	1	4	100	105400	77	81158	0.101272	0.0595738	0.00399904	0.203999	1054	0	1054	1054	
13	14	2	1	1	4	100	105400	101	106454	0.063702	0.0558472	0.00399904	0.203999	1054	0	1054	1054	
14	15	2	1	1	4	100	105400	85	89590	0.0774108	0.059553	0.00399904	0.203999	1054	0	1054	1054	
15	16	2	1	1	4	100	105400	88	92752	0.0425218	0.0406142	0.00399904	0.143999	1054	0	1054	1054	
16	17	3	1	1	4	100	105400	95	100130	0.0727359	0.0557205	0.00399904	0.183999	1054	0	1054	1054	
17	18	3	1	1	4	100	105400	91	95914	0.0221309	0.0308369	0.00399904	0.103999	1054	0	1054	1054	
18	19	3	1	1	4	100	105400	98	103292	0.0449174	0.0466195	0.00399904	0.183999	1054	0	1054	1054	
19	20	4	1	1	4	100	105400	95	100130	0.0308411	0.0390107	0.00399904	0.143999	1054	0	1054	1054	
20	21	4	1	1	4	100	105400	97	102238	0.0210093	0.0301788	0.00399904	0.103999	1054	0	1054	1054	
21	22	4	1	1	4	100	105400	98	103292	0.0152235	0.0258172	0.00399904	0.103999	1054	0	1054	1054	
22	23	4	1	1	4	100	105400	98	103292	0.0152235	0.0258172	0.00399904	0.103999	1054	0	1054	1054	
23	24	4	1	1	4	100	105400	96	101184	0.0269157	0.0330205	0.00399904	0.103999	1054	0	1054	1054	
24	25	4	1	1	4	100	105400	97	102238	0.0235867	0.0346085	0.00399904	0.123999	1054	0	1054	1054	
